,Drug_bank_ID,Drug_name,Generic_names,Indications,Associated_condition,URL,Disease_Url,Disease_ID,Disease,Drug_application_number
125,DB12141,Xospata#Gilteritinib,Gilteritinib,"Gilteritinib is indicated for the treatment of adult patients who have relapsed or refractory acute myeloid leukemia with an FLT3 mutation detected by an FDA-approved test. This indication was expanded for a companion diagnostic to include use with gilteritinib such as the LeukoStrat CDx FLT3 Mutation Assay.7
Acute myeloid leukemia is cancer that impacts the blood and bone marrow with a rapid progression. This condition produces low numbers of normal blood cells and the requirement of continuous need for transfusions.8 
",Relapsed or Refractory Acute Myeloid Leukemia With FLT3 Activating Mutations,https://go.drugbank.com//indications/DBCOND0055798,DBCOND0055798,DBCOND0055798,Relapsed or Refractory Acute Myeloid Leukemia With FLT3 Activating Mutations,NDA211349
126,DB13874,"Idhifa#2-Methyl-1-(4-(6-(trifluoromethyl)pyridin-2-yl)-6-(2-(trifluoromethyl)pyridin-4-ylamino)-1,3,5-triazin-2-ylamino)propan-2-ol#Enasidenib",Enasidenib,"Indicated for the treatment of adult patients with relapsed or refractory acute myeloid leukemia (AML) with an isocitrate dehydrogenase-2 (IDH2) mutation.
",Refractory Acute Myelogenous Leukemia (AML),https://go.drugbank.com//indications/DBCOND0069494,DBCOND0069494,DBCOND0069494,"Refractory Acute Myelogenous Leukemia (AML)#Acute Myeloid Leukemia, Refractory#Acute Myeloid Leukemia Refractory#Refractory AML#Refractory Acute Myeloid Leukemia (AML)#Acute, refractory Myeloid Leukemia#Refractory Acute Myeloid Leukemia#Refractory acute myeloid leukemia (disorder)#Acute myeloid leukaemia refractory",NDA209606
127,DB13874,"Idhifa#2-Methyl-1-(4-(6-(trifluoromethyl)pyridin-2-yl)-6-(2-(trifluoromethyl)pyridin-4-ylamino)-1,3,5-triazin-2-ylamino)propan-2-ol#Enasidenib",Enasidenib,"Indicated for the treatment of adult patients with relapsed or refractory acute myeloid leukemia (AML) with an isocitrate dehydrogenase-2 (IDH2) mutation.
",Relapsed Acute Myelogenous Leukemia (AML),https://go.drugbank.com//indications/DBCOND0069493,DBCOND0069493,DBCOND0069493,"Relapsed Acute Myelogenous Leukemia (AML)#Relapsed Acute Myeloid Leukemia#Relapsed Acute Myeloid Leukemia (AML)#Acute, relapsed Myeloid Leukemia#Relapsed AML#Acute Myeloid Leukemia (AML) Relapse",NDA209606
128,DB08912,Dabrafenib#Tafinlar,Dabrafenib,"Tafinlar is a kinase inhibitor that was initially indicated as a single agent for the treatment of patients with unresectable or metastatic melanoma with BRAF V600E mutation as detected by an FDA-approved test Label.
Tafinlar in combination with Trametinib is indicated for the treatment of patients with unresectable or metastatic melanoma with BRAF V600E or V600K mutations as detected by an FDA-approved test. The use in combination is based on the demonstration of durable response rate. Improvement in disease-related symptoms or overall survival has not been demonstrated for Tafinlar in combination with trametinib Label.
In May 2018, Tafinlar (dabrafenib) and Mekinist (Trametinib) have been approved in combination to treat anaplastic thyroid cancer caused by an abnormal BRAF V600E gene 3.
",Metastatic Melanoma,https://go.drugbank.com//indications/DBCOND0030058,DBCOND0030058,DBCOND0030058,"Metastatic Melanoma#Metastatic Melanoma Stage IV#Metastatic Melanoma (MEL)#Malignant melanoma, metastatic (morphologic abnormality)#Metastatic malignant melanoma#Metastatic malignant melanoma (disorder)",NDA202806
129,DB08912,Dabrafenib#Tafinlar,Dabrafenib,"Tafinlar is a kinase inhibitor that was initially indicated as a single agent for the treatment of patients with unresectable or metastatic melanoma with BRAF V600E mutation as detected by an FDA-approved test Label.
Tafinlar in combination with Trametinib is indicated for the treatment of patients with unresectable or metastatic melanoma with BRAF V600E or V600K mutations as detected by an FDA-approved test. The use in combination is based on the demonstration of durable response rate. Improvement in disease-related symptoms or overall survival has not been demonstrated for Tafinlar in combination with trametinib Label.
In May 2018, Tafinlar (dabrafenib) and Mekinist (Trametinib) have been approved in combination to treat anaplastic thyroid cancer caused by an abnormal BRAF V600E gene 3.
",Unresectable Melanoma,https://go.drugbank.com//indications/DBCOND0047213,DBCOND0047213,DBCOND0047213,Unresectable Melanoma,NDA202806
130,DB09063,Ceritinib#N-{2-[(5-chloro-2-{[2-isopropoxy-5-methyl-4-(piperidin-4-yl)phenyl]amino}pyrimidin-4-yl)amino]phenyl}propane-2-sulfonamide#Céritinib#Zykadia#Ceritinibum,Ceritinib,"Ceritinib is a kinase inhibitor indicated for the treatment of patients with anaplastic lymphoma kinase (ALK)-positive metastatic non-small cell lung cancer (NSCLC) who have progressed on or are intolerant to crizotinib. This indication is approved under accelerated approval based on tumor response rate and duration of response. An improvement in survival or disease-related symptoms has not been established. Continued approval for this indication may be contingent upon verification and description of clinical benefit in confirmatory trials.
","Refractory, locally advanced Non small cell lung cancer",https://go.drugbank.com//indications/DBCOND0025489,DBCOND0025489,DBCOND0025489,"Refractory, locally advanced Non small cell lung cancer#Refractory, locally advanced Non-small cell lung cancer",NDA205755
131,DB09063,Ceritinib#N-{2-[(5-chloro-2-{[2-isopropoxy-5-methyl-4-(piperidin-4-yl)phenyl]amino}pyrimidin-4-yl)amino]phenyl}propane-2-sulfonamide#Céritinib#Zykadia#Ceritinibum,Ceritinib,"Ceritinib is a kinase inhibitor indicated for the treatment of patients with anaplastic lymphoma kinase (ALK)-positive metastatic non-small cell lung cancer (NSCLC) who have progressed on or are intolerant to crizotinib. This indication is approved under accelerated approval based on tumor response rate and duration of response. An improvement in survival or disease-related symptoms has not been established. Continued approval for this indication may be contingent upon verification and description of clinical benefit in confirmatory trials.
","Refractory, metastatic Non small cell lung cancer",https://go.drugbank.com//indications/DBCOND0025490,DBCOND0025490,DBCOND0025490,"Refractory, metastatic Non small cell lung cancer#Refractory, metastatic non small-cell lung cancer#Refractory, metastatic Non-small cell lung cancer",NDA205755
132,DB09330,Tagrisso#N-(2-{[2-(dimethylamino)ethyl](methyl)amino}-4-methoxy-5-{[4-(1-methyl-1H-indol-3-yl)pyrimidin-2-yl]amino}phenyl)prop-2-enamide#Mereletinib#Osimertinib#Osimertinibum,Osimertinib,"Osimertinib is indicated for the treatment of patients with metastatic epidermal growth factor receptor (EGFR) T790M mutation-positive non-small cell lung cancer (NSCLC), as detected by an FDA- approved test, who have progressed on or after EGFR-TKI therapy.
",Metastatic Non-Small Cell Lung Cancer,https://go.drugbank.com//indications/DBCOND0043377,DBCOND0043377,DBCOND0043377,Metastatic Non-Small Cell Lung Cancer#Metastatic Nonsmall Cell Lung Cancer#Metastatic NSCLC#Metastatic Non-Small Cell Lung Carcinoma#Metastatic Non-small Cell Lung Cancer (NSCLC)#Metastatic Non Small Cell Lung Cancer#Metastatic Non-Small-Cell Lung Cancer#Non-small cell lung cancer metastatic#Metastatic non-small cell lung cancer (disorder)#Lung cancer non-small cell stage IV#Non-small cell lung cancer stage IV,NDA208065
133,DB09074,4-(3-{[4-(cyclopropylcarbonyl)piperazin-1-yl]carbonyl}-4-fluorobenzyl)phthalazin-1(2H)-one#Lynparza#Olaparib,Olaparib,"Olaparib is a poly (ADP-ribose) polymerase (PARP) inhibitor indicated for the treatment of:

Ovarian cancer, in which the medication is intended for [a] the maintenance treatment of adult patients with recurrent epithelial ovarian, fallopian tube or primary peritoneal cancer, who are in complete or partial response to platinum-based chemotherapy, or [b] for the treatment of adult patients with deleterious or suspected deleterious germline BRCA-mutated (gBRCAm) advanced ovarian cancer who have been treated with three or more prior lines of chemotherapy Label. Select patients for therapy based on an FDA-approved companion diagnostic for olaparib Label.
Breast cancer, in which the medication is intended for use in patients with deleterious or suspected deleterious gBRCAm, human epidermal growth factor receptor 2 (HER2)-negative metastatic breast cancer who have previously been treated with chemotherapy in the neoadjuvant, adjuvant or metastatic setting. Patients with hormone receptor (HR)-positive breast cancer should have been treated with a prior endocrine therapy or be considered inappropriate for endocrine treatment Label. Select patients for therapy based on an FDA-approved companion diagnostic for olaparib Label.

",Fallopian Tubes Cancer,https://go.drugbank.com//indications/DBCOND0048651,DBCOND0048651,DBCOND0048651,"Fallopian Tubes Cancer#Cancer, Fallopian Tube#Fallopian Tube Cancer#Carcinoma of fallopian tube (disorder)#Fallopian tube cancer NOS#(Fallopian tube Ca) or (Ca ovary/uterine adnexa NOS)#Primary malignant neoplasm of fallopian tube (disorder)",NDA208558
134,DB09074,4-(3-{[4-(cyclopropylcarbonyl)piperazin-1-yl]carbonyl}-4-fluorobenzyl)phthalazin-1(2H)-one#Lynparza#Olaparib,Olaparib,"Olaparib is a poly (ADP-ribose) polymerase (PARP) inhibitor indicated for the treatment of:

Ovarian cancer, in which the medication is intended for [a] the maintenance treatment of adult patients with recurrent epithelial ovarian, fallopian tube or primary peritoneal cancer, who are in complete or partial response to platinum-based chemotherapy, or [b] for the treatment of adult patients with deleterious or suspected deleterious germline BRCA-mutated (gBRCAm) advanced ovarian cancer who have been treated with three or more prior lines of chemotherapy Label. Select patients for therapy based on an FDA-approved companion diagnostic for olaparib Label.
Breast cancer, in which the medication is intended for use in patients with deleterious or suspected deleterious gBRCAm, human epidermal growth factor receptor 2 (HER2)-negative metastatic breast cancer who have previously been treated with chemotherapy in the neoadjuvant, adjuvant or metastatic setting. Patients with hormone receptor (HR)-positive breast cancer should have been treated with a prior endocrine therapy or be considered inappropriate for endocrine treatment Label. Select patients for therapy based on an FDA-approved companion diagnostic for olaparib Label.

",Fallopian Tubes Cancer,https://go.drugbank.com//indications/DBCOND0048651,DBCOND0048651,DBCOND0048651,"Fallopian Tubes Cancer#Cancer, Fallopian Tube#Fallopian Tube Cancer#Carcinoma of fallopian tube (disorder)#Fallopian tube cancer NOS#(Fallopian tube Ca) or (Ca ovary/uterine adnexa NOS)#Primary malignant neoplasm of fallopian tube (disorder)",NDA206162
135,DB09074,4-(3-{[4-(cyclopropylcarbonyl)piperazin-1-yl]carbonyl}-4-fluorobenzyl)phthalazin-1(2H)-one#Lynparza#Olaparib,Olaparib,"Olaparib is a poly (ADP-ribose) polymerase (PARP) inhibitor indicated for the treatment of:

Ovarian cancer, in which the medication is intended for [a] the maintenance treatment of adult patients with recurrent epithelial ovarian, fallopian tube or primary peritoneal cancer, who are in complete or partial response to platinum-based chemotherapy, or [b] for the treatment of adult patients with deleterious or suspected deleterious germline BRCA-mutated (gBRCAm) advanced ovarian cancer who have been treated with three or more prior lines of chemotherapy Label. Select patients for therapy based on an FDA-approved companion diagnostic for olaparib Label.
Breast cancer, in which the medication is intended for use in patients with deleterious or suspected deleterious gBRCAm, human epidermal growth factor receptor 2 (HER2)-negative metastatic breast cancer who have previously been treated with chemotherapy in the neoadjuvant, adjuvant or metastatic setting. Patients with hormone receptor (HR)-positive breast cancer should have been treated with a prior endocrine therapy or be considered inappropriate for endocrine treatment Label. Select patients for therapy based on an FDA-approved companion diagnostic for olaparib Label.

",Malignant Peritoneal Neoplasm,https://go.drugbank.com//indications/DBCOND0073968,DBCOND0073968,DBCOND0073968,"Malignant Peritoneal Neoplasm#Cancer Peritoneal#Peritoneal Cancer#Primary malignant neoplasm of the peritoneum (disorder)#Malignant tumor of peritoneum (disorder)#[X]Malignant neoplasm of peritoneum, unspecified (disorder)#Malignant neoplasm of peritoneum, unspecified#Malignant peritoneal neoplasm NOS#Primary malignant tumor of peritoneum (disorder)",NDA208558
136,DB09074,4-(3-{[4-(cyclopropylcarbonyl)piperazin-1-yl]carbonyl}-4-fluorobenzyl)phthalazin-1(2H)-one#Lynparza#Olaparib,Olaparib,"Olaparib is a poly (ADP-ribose) polymerase (PARP) inhibitor indicated for the treatment of:

Ovarian cancer, in which the medication is intended for [a] the maintenance treatment of adult patients with recurrent epithelial ovarian, fallopian tube or primary peritoneal cancer, who are in complete or partial response to platinum-based chemotherapy, or [b] for the treatment of adult patients with deleterious or suspected deleterious germline BRCA-mutated (gBRCAm) advanced ovarian cancer who have been treated with three or more prior lines of chemotherapy Label. Select patients for therapy based on an FDA-approved companion diagnostic for olaparib Label.
Breast cancer, in which the medication is intended for use in patients with deleterious or suspected deleterious gBRCAm, human epidermal growth factor receptor 2 (HER2)-negative metastatic breast cancer who have previously been treated with chemotherapy in the neoadjuvant, adjuvant or metastatic setting. Patients with hormone receptor (HR)-positive breast cancer should have been treated with a prior endocrine therapy or be considered inappropriate for endocrine treatment Label. Select patients for therapy based on an FDA-approved companion diagnostic for olaparib Label.

",Malignant Peritoneal Neoplasm,https://go.drugbank.com//indications/DBCOND0073968,DBCOND0073968,DBCOND0073968,"Malignant Peritoneal Neoplasm#Cancer Peritoneal#Peritoneal Cancer#Primary malignant neoplasm of the peritoneum (disorder)#Malignant tumor of peritoneum (disorder)#[X]Malignant neoplasm of peritoneum, unspecified (disorder)#Malignant neoplasm of peritoneum, unspecified#Malignant peritoneal neoplasm NOS#Primary malignant tumor of peritoneum (disorder)",NDA206162
